1, 1, 15198, 6921904089
2, 1, 8510, 3110000935
3, 1, 4252, 3141372818
4, 1, 13971, 4203576407
5, 1, 172, 4915891020
6, 2, 16945, 5324932001
7, 2, 9981, 2119130051
8, 2, 3142, 7605932511
9, 2, 4350, 9793966785
10, 2, 4142, 8748700973
11, 3, 18603, 7576082703
12, 3, 2448, 1622059914
13, 3, 6381, 3988870716
14, 3, 1244, 5666769802
15, 3, 13648, 5809428848
16, 4, 10826, 8453280738
17, 4, 4939, 7834728609
18, 4, 12001, 4340685476
19, 4, 8170, 5479754171
20, 4, 2986, 697420919
21, 5, 6942, 9758867868
22, 5, 3472, 7280393746
23, 5, 9753, 5111446630
24, 5, 8696, 9630795488
25, 5, 1895, 4426071649
31, 7, 11541, 5453181961
32, 7, 18726, 125725418
33, 7, 9425, 1570597304
34, 7, 14685, 997009484
35, 7, 17257, 9181222334
36, 8, 15024, 4508829825
37, 8, 13301, 5320035280
38, 8, 19502, 658913202
39, 8, 17569, 1733287903
40, 8, 5724, 6765518508
41, 9, 4148, 8943084349
42, 9, 2758, 10041440423
43, 9, 5177, 7213632426
44, 9, 7007, 2317155273
45, 9, 10730, 3798016015
46, 10, 3859, 3169549871
47, 10, 18016, 9945193453
48, 10, 15803, 5727054675
49, 10, 14624, 1921542308
50, 10, 2049, 5880973605
